"asset_id","layer","sort_order","sanskrit_name","english_name","english_description","storage_type","target_table","count_sql","size_sql","target_floor","expected_volume_formula","expected_volume_inputs","volume_explanation","depends_on","scope","is_active","estimated_seconds","created_at","clear_tables","asset_type","layer_name","layer_index","provides_apis","health_probe","catalog_status","rebuild_on_probe_fail","integrity_check_sql","has_substeps","asset_kind","service_health","last_invoked_at","last_selftest_at","selftest_detail","has_writer","writer_timeout_seconds","domain","rung","superseded_by","data_disposition"
"ga_sensitive","ganita","5","Sūkṣmabindu","Sensitive points","Per-chart sensitive point positions computed from the catalog × ayanamshas","postgres_table","","
  SELECT count(*) AS count FROM chart_facts
  WHERE chart_id = $1
    AND (
      fact_category IN (
        'upagraha_position', 'saturn_derived_point', 'saham_position',
        'karaka_chara_position', 'karakamsa_position', 'swamsa_position',
        'arudha_pada', 'midpoint', 'aprakasha_position',
        'lal_kitab_special_point', 'maharsi_specific_point', 'bhrigu_nadi_point',
        'sensitive_point_gulika_mandi', 'sun_derived_upagraha', 'special_lagna',
        'nakshatra_pada_sensitive', 'kp_ruling_planets_natal', 'kp_cuspal_significators'
      )
      OR fact_category LIKE 'esoteric_point_%'
      OR fact_category LIKE 'tajik_%'
    )
","","8610","ACTUAL(bg_reference) * AYANAMSHAS","","Derived from the reference library count × ayanamshas; awaits dedicated per-chart table","[""ga_positions"", ""bg_reference""]","per_chart","True","120","2026-06-09 03:11:26.961407+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_sensitive_degree","ganita","50","Marma Aṃśa Parīkṣā","Sensitive-Degree Checks","Per-graha sensitive-degree facts (LCA-10): mrityu-bhaga, neecha-bhanga, kartari, sarvatobhadra-vedha, khareshwara (22nd drekkana + 64th navamsa), pushkara-bhaga/navamsa, kranti/declination, gandanta. Each computed by its cited classical rule. Writer: ga_sensitive_degree after ga_positions. Category: sensitive_degree_check.","postgres_table","chart_facts","SELECT COUNT(*) FROM chart_facts WHERE chart_id=$1 AND fact_category='sensitive_degree_check'","","0","","","","[""ga_positions""]","per_chart","True","","2026-07-13 00:51:20.059028+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_strength","ganita","4","Balatva","Strength tables","Shadbala, ashtakavarga, and bhava bala per ayanamsha","postgres_table","","
  SELECT count(*) AS count FROM chart_facts
  WHERE chart_id = $1
    AND (
      fact_category LIKE 'graha_shadbala_%'
      OR fact_category IN ('graha_ishta_phala', 'graha_kashta_phala')
      OR fact_category LIKE '%vimsopaka%'
      OR fact_category LIKE 'ashtakavarga_%'
      OR fact_category LIKE '%bhava_bala%'
      OR fact_category = 'graha_saptavargaja_bala_component'
      OR fact_category LIKE 'graha_%_bala_per_varga'
    )
","","11936","(6*GRAHAS + 8*GRAHAS*SIGNS + 6*BHAVAS) * AYANAMSHAS","","Shadbala: 6 scores × 9 grahas; ashtakavarga: 8 tables × 9 grahas × 12 signs; bhava bala: 6 scores × 12 bhavas — all × ayanamshas","[""ga_positions"", ""ga_vargas""]","per_chart","True","60","2026-06-09 03:11:26.961407+00:00","","data","Gaṇita","L1","","","CURRENT","False","","False","data","","","","","True","10800","chart","R1","",""
"ga_structural","ganita","9","Saṃracanā","Structural facts","GA8 T1 structural layer: aspects (Parāśarī + Jaimini + Tājik), yogas, doshas, graha avasthās, argala/virodha-argala, dispositor chains, composite states, kāraka and tri-deva roles, and base graha facts — per ayanamsha.","postgres_table","","SELECT count(*) AS count FROM chart_facts cf
JOIN fact_category_ownership fco ON fco.fact_category = cf.fact_category
WHERE cf.chart_id = $1 AND fco.owning_asset_id = 'ga_structural'","","77821","","","GA8 T1 structural facts — floor 77,821 post-Phase-2 rebuild (2026-06-18). All 14 depth categories active: sambandha_grade(180), nakshatra_dispositor_chain(45), dispositor_tree(50), bhava_significance_link(180), karaka_bhava_concordance(150), net_argala(60), nway_configuration(5), chart_center_of_gravity(10), graha_centrality(45), chart_cluster(45), convergence_count(105), contradiction_pair(1810), dispositor_cycle(0 — no cycles), varga_provenance_meta(0 — no issues).","[""ga_dashas"", ""ga_nakshatra"", ""ga_panchanga"", ""ga_positions"", ""ga_sensitive"", ""ga_strength"", ""ga_vargas""]","per_chart","True","120","2026-06-11 12:30:07.770909+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_tajaka","ganita","8","Tājaka","Tajaka Varshaphal","Vārṣaphal annual chart per varsha (solar-return year): Muntha position, Vārṣeśa (year-lord) by tajik_classical + panchavargiya methods with candidate scoring, and the Tājik yogas firing in each annual chart — A7 hybrid storage (past→present+5 precomputed; rest on-demand), per ayanamsha.","postgres_table","l1_tajik_varsha_year_lords","SELECT count(*) AS count FROM l1_tajik_varsha_year_lords WHERE chart_id = $1","","240","","","target_floor = 240 = achieved canonical count for chart 482012f1 (2026-06-11): A7 hybrid window varsha 1..48 × 5 ayanamshas. Hybrid storage — varshas outside the precomputed window are computed on-demand by the retrieval tool via ga_tajaka_writer.compute_varsha().","[""ga_positions"", ""ga_dashas"", ""ga_sensitive""]","per_chart","True","60","2026-06-09 03:11:26.961407+00:00","","data","Gaṇita","L1","","","CURRENT","False","","False","data","","","","","True","10800","chart","R1","",""
"ga_transit_anchors","ganita","33","Gochara-sthāna-ādhāra","Transit Natal Anchors","Natal position anchors for Gochara (transit) analysis: stores each graha's natal sign, natal degree absolute, and house-from-Moon for each ayanamsha. Gate-1 of the Transit/Gochara subsystem. 45 rows per chart (5 ayanamshas × 9 grahas).","postgres_table","ga_transit_anchors","SELECT COUNT(*) FROM ga_transit_anchors WHERE chart_id = $1","","45","GRAHAS * AYANAMSHAS","","9 grahas × 5 ayanamshas = 45 anchor rows per chart.","[""ga_positions""]","per_chart","True","","2026-06-17 07:10:45.857625+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_vargas","ganita","2","Varga","Divisional charts","D1–D60 divisional chart positions per ayanamsha","postgres_table","chart_divisionals","SELECT count(*) FROM chart_divisionals WHERE chart_id = $1","SELECT pg_total_relation_size('chart_divisionals')","22092","VARGAS * GRAHAS * AYANAMSHAS","","60 vargas × 9 grahas × ayanamsha count — structural","[""ga_positions""]","per_chart","True","600","2026-06-09 03:11:26.961407+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_vastu","ganita","31","Vastu-graha-dik-mapa","Vastu Planet Direction Map","Maps each classical graha to its ruling Vastu direction (per bg_vastu_directions) and computes direction_impact (weakened / neutral / strengthened) using condition_score from ga_condition_composite. Indication tier: traditional_vastu.","postgres_table","ga_vastu_planet_direction_map","SELECT COUNT(*) FROM ga_vastu_planet_direction_map WHERE chart_id = $1","SELECT pg_total_relation_size('ga_vastu_planet_direction_map')","40","GRAHAS * AYANAMSHAS","","Up to 9 grahas × 5 ayanamshas = 45; Ketu skipped (no Vastu direction mapping) → 40 rows.","[""ga_condition""]","per_chart","True","","2026-06-17 07:13:07.880205+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_vichara","ganita","29","Vichāra","Gaṇita — Vichāra (judged structure)","Judgment layer over ga_structural: functional-lordship valence pass, varga-ratification matrix + divergence signals, continuous varga-consistency index, and leverage_index (remedy/intervention-timing rank).","postgres_table","chart_vichara","SELECT COUNT(*) FROM chart_vichara WHERE chart_id = $1","SELECT pg_total_relation_size('chart_vichara')","0","GRAHAS x DOMAINS x AYANAMSHAS_COUNT (approx; families vary)","","Sum of valence_pass + varga_ratification (+ divergence) + varga_consistency + leverage_index rows across 5 ayanamshas","[""ga_structural"", ""ga_strength"", ""ga_dashas"", ""ga_yoga""]","per_chart","True","","2026-07-13 23:05:29.157089+00:00","","data","Gaṇita","L1","","","DRAFT","False","","True","data","","","","","True","10800","chart","R1","",""
"ga_yoga","ganita","30","Yoga-nidhi","Yoga Firings","Per-chart yoga firing table: evaluates classical Nabhasa and other yoga formation rules against L1 chart_facts. Each row = one yoga that fired, with constituent fact ids, strength, and family tagging.","postgres_table","ga_yoga_firings","SELECT COUNT(*) FROM ga_yoga_firings WHERE chart_id = $1::uuid","SELECT pg_total_relation_size('ga_yoga_firings')","5","YOGAS_IN_CATALOG * AYANAMSHAS_COUNT","","Sum of fired yogas across 5 ayanamshas; only Yuga Nabhasa yoga fires for chart 482012f1 (5 rows = 1 yoga × 5 ayanamshas).","[""ga_structural"", ""ga_dashas""]","per_chart","True","","2026-06-17 07:04:31.044263+00:00","","data","Gaṇita","L1","","","CURRENT","False","","True","data","","","","","True","10800","chart","R1","",""
"ka_avadhi","kala","32","Avadhī","Period Dossiers","Per-dasha-period dossiers: for each chart, dasha system, MD/AD/PD level, stores lord condition (refs to chart_facts), activated promise-register IDs (from bodha_pratijna), and sublord modulation. Powers ""how will my Ketu dasha be"" readings. Writer: ka_avadhi after ka_yojaka.","postgres_table","kala_avadhi","SELECT COUNT(*) FROM kala_avadhi WHERE chart_id=$1","","0","","","","[""ga_dashas"", ""bo_pratijna"", ""bg_ghatana""]","per_chart","True","","2026-07-03 22:59:21.896607+00:00","","data","Kāla","L3","","","CURRENT","False","","False","data","","","","","True","10800","chart","R3","",""
"ka_bhavishya_lekha","kala","8","Bhāviṣya-lekha","Probabilistic forward projections","Probabilistic forward projections (3-year horizon). Assigns probability tiers (tier_1_high/tier_2_moderate/tier_3_speculative), domain labels, falsifiability hooks, and calibration records. The testable-prediction artifact per §A mission.","postgres_table","kala_bhavishya","SELECT count(*) FROM kala_bhavishya WHERE chart_id = $1","SELECT pg_total_relation_size('kala_bhavishya')","","","","Up to 50 ranked projections per chart over a 3-year forward horizon; depends on ka_kala_darshana output","[""ka_kala_darshana"", ""ka_vighnakara"", ""ka_sangam"", ""bo_laksana""]","per_chart","True","","2026-06-21 03:54:14.608077+00:00","","data","Kāla","L3","","","DRAFT","False","","False","artifact","","","","","True","10800","chart","R3","",""
"ka_dasha_kala","kala","101","Daśā-kāla","Daśā Eligibility Service","Lazy-pruning tree-walk over chart_dashas (level-4 Sookshma) with cross-system agreement scoring. Serves all 7 daśā systems; KP as Vimśottarī sub-level via kp_sublevel column. Nārāyaṇa absent.","service","","","","0","","","Service asset — no stored rows; eligibility bands computed on demand from chart_dashas","[""ga_dashas""]","per_chart","True","","2026-06-21 01:16:06.931445+00:00","","service","Kāla","L3","","","DRAFT","False","","False","service","healthy","","2026-08-08 00:28:56.606583+00:00","{""systems_found"": [""ashtottari"", ""chara_karaka"", ""kalachakra"", ""mudda"", ""naisargika"", ""narayana"", ""vimshottari"", ""vimshottari_kp"", ""yogini""], ""systems_queried"": [""ashtottari"", ""chara_karaka"", ""kalachakra"", ""mudda"", ""naisargika"", ""vimshottari"", ""yogini""], ""systems_expected"": [""ashtottari"", ""chara_karaka"", ""kalachakra"", ""mudda"", ""naisargika"", ""vimshottari"", ""yogini""], ""windows_returned"": 57, ""high_agreement_count"": 0}","True","10800","chart","R3","",""
"ka_gochara","kala","107","Gochara Purah-Sancalana Cakra (2.0, satyapana)","Gochara V3 Per-Chart Materializer","Primary per-chart gochara window materializer (GOCHARA-UTKARSA). Writes kala_gochara_windows_v2 (staging surface). Renamed from ka_gochara_v2_materialize at W6.4 cutover (UTK-R2).","postgres_table","kala_gochara_windows","SELECT COUNT(*) FROM kala_gochara_windows WHERE chart_id=$1 AND generation='3.0'","","0","","","","[""bg_gochara_arcs"", ""ka_gochara_resonance""]","per_chart","True","","2026-08-10 18:18:44.192797+00:00","","data","Kāla","L3","","","CURRENT","False","","True","data","","","","","True","1800","chart","R3","",""
"ka_gochara_resonance","kala","104","Gochara Anunāda Cakra","Resonance Map","D-5 Lane G-1: per-chart x event-class classical-prior-weighted target sets (bhavas, lords, karakas, mechanism nodes, sensitive degrees, arudhas, yoga constituents, dasha-lord portfolios) sourced from bg_transit_rules + brahma_event_ontology + chart-scoped L1 facts. Feeds D-5 Lane G-3's transit-intensity engine. Writer: ka_gochara_resonance.","postgres_table","gochara_resonance_map","SELECT COUNT(*) FROM gochara_resonance_map WHERE chart_id=$1","","0","","","","[""bg_transit_rules""]","per_chart","True","","2026-07-19 09:08:23.356601+00:00","","data","Kāla","L3","","","CURRENT","False","","False","data","","","","","True","600","chart","R3","",""
"ka_gochara_sweep","kala","105","Gochara Purah-Sancalana Cakra","Forward Sweep + Serving","D-5 Lane G-4: birth->birth+100y daily-grid gochara (transit) intensity sweep (lambda_e via G-3's services/gochara_intensity), shape-aware (point/interval/chain per brahma_event_ontology). HEAVY writer, per-event-class/decade sub-stepping with cross-attempt resumption (migration 436). Consumes G-1 gochara_resonance_map + G-2 gochara_grammar + G-3 gochara_intensity read-only.","postgres_table","kala_gochara_windows","SELECT COUNT(*) FROM kala_gochara_windows WHERE chart_id=$1 AND generation='v1'","","0","","","","[""ka_gochara_resonance""]","per_chart","False","","2026-07-19 14:08:07.585850+00:00","","data","Kāla","L3","","","RETIRED","False","","True","data","","","","","True","21600","chart","R3","",""
"ka_gochara_v3_century_materialize","kala","108","Gochara Shatabhdi Matrika (v3)","GOCHARA-UTKARSA Century Materialize (v3, decade slices)","GOCHARA-UTKARSA W3.4 heavy writer: plan_substeps returns 60 substeps (6 event classes x 10 decade slices spanning birth-century 1984-2084). Each run_substep calls gochara_v3.interval_solver.find_threshold_crossings over the decade JD range, applies delta fingerprinting (MD5 of event_class+era_slice_key+ENGINE_VERSION+resonance_targets) for skip-on-unchanged semantics, and DELETE-then-INSERTs into kala_gochara_windows_v2 with era_slice_key=g3_{year_start}_{year_end}. I2: ZERO imports from gochara_grammar/*, gochara_intensity/*, or ka_gochara_sweep/*. I4: empty resonance targets -> honest 0 rows, no fabrication.","postgres_table","kala_gochara_windows_v2","SELECT COUNT(*) FROM kala_gochara_windows_v2 WHERE chart_id=$1 AND generation LIKE 'g3_%'","","0","","","","[""ka_gochara_resonance"", ""ka_vedha_gochara"", ""ka_moorti_nirnaya"", ""ka_kota_chakra"", ""ka_tithi_pravesha"", ""bg_sky_calendar""]","per_chart","True","","2026-08-10 09:19:12.100805+00:00","","data","Kāla","L3","","","CURRENT","False","","True","data","","","","","True","3600","chart","R3","",""
"ka_graha_sancara","kala","100","Graha-sañcara","Ephemeris service","Ephemeris-at-T service: sidereal positions for all 9 grahas at any datetime. Two read paths: bg_ephemeris (1900–2150) and live swisseph fallback. Per-call memo cache keyed on (T, ayanamsha). TRUE_NODE throughout.","service","","","","","","","Service asset — no stored rows; returns computed positions on demand","[""bg_ephemeris""]","global","True","","2026-06-21 01:12:14.071080+00:00","","service","Kāla","L3","","","DRAFT","False","","False","service","unhealthy","","2026-08-02 13:50:52.009718+00:00","{""checks"": [{""check"": ""ephemeris_computes"", ""error"": ""0"", ""passed"": false}], ""errors"": [""ephemeris computation failed: 0""]}","True","10800","shared","R3","",""
"ka_jivana_parva","kala","7","Jīvana-parva","Life-arc biographical chapter","Life-arc biographical chapter artifact. Segments native life into daśā-anchored parvas with theme keywords, quality labels (building/peak/consolidating/receding/transitional), and convergence density. Historical characterization, not prediction.","postgres_table","kala_jivana_parva","SELECT count(*) FROM kala_jivana_parva WHERE chart_id = $1","SELECT pg_total_relation_size('kala_jivana_parva')","","","","One row per mahadasha (typically 9 for a full Vimshottari cycle)","[""ka_kala_darshana"", ""ka_dasha_kala"", ""ka_sangam"", ""ka_yojaka"", ""ga_dashas""]","per_chart","True","","2026-06-21 03:54:14.428081+00:00","","data","Kāla","L3","","","DRAFT","False","","False","artifact","","","","","True","10800","chart","R3","",""
"ka_kala_darshana","kala","6","Kāla-darśana","Display-ready temporal view","Display-ready temporal view. Synthesizes kala_convergence + kala_obstruction into effective_score (convergence × obstruction discount), net_label, and structured narrative. Serve-time layer for UI.","postgres_table","kala_darshana","SELECT count(*) FROM kala_darshana WHERE chart_id = $1","SELECT pg_total_relation_size('kala_darshana')","","","","One display row per convergence window (up to 300 per chart); count depends on ka_sangam output","[""ka_sangam"", ""ka_vighnakara"", ""ka_kalasutra""]","per_chart","True","","2026-06-21 03:54:14.347991+00:00","","data","Kāla","L3","","","DRAFT","False","","False","artifact","","","","","True","10800","chart","R3","",""
"ka_kalasutra","kala","1","Kālasūtra","Bounded Activation","Bounded activation artifact (1 row per signal×ayanamsha). Fills L2 null hooks (active_dasha_periods, activation_predicted_dates, dasha_activation_proximity_score) at L3. Retires row-per-day kala_timeline. Upstream: ka_yojaka + ka_sangam.","postgres_table","kala_activation","SELECT count(*) FROM kala_activation WHERE chart_id = $1","SELECT pg_total_relation_size('kala_activation')","","","","One row per signal × ayanamsha; count grows with number of active MSR signals in kala_activation_predicates","[""ka_yojaka"", ""ka_sangam"", ""bo_laksana""]","per_chart","True","","2026-06-05 21:58:20.098924+00:00","","data","Kāla","L3","","","DRAFT","False","","False","artifact","","","","","True","10800","chart","R3","",""
"ka_kota_chakra","kala","120","Koṭa-Cakra","Fort Chart (Transit Fortress)","ṢAḌ-DARŚANA W3 item 16: transiting grahas mapped to the kota's stambha/durgantara/prakara/bahya rings relative to the janma nakshatra, with entry/exit windows and an attack/defence reading. Reads natal Moon longitude from chart_facts (ga_positions) and transiting positions from ephemeris_daily (bg_ephemeris); the ring table itself is a disclosed tier-(iii) secondary-source transcription pending corpus ingestion.","postgres_table","kala_kota_chakra","SELECT COUNT(*) FROM kala_kota_chakra WHERE chart_id=$1","SELECT pg_total_relation_size('kala_kota_chakra')","0","","","","[""ga_positions"", ""bg_ephemeris"", ""bg_kota_chakra_rings""]","per_chart","True","","2026-08-02 05:18:19.454847+00:00","","data","Kāla","L3","","","CURRENT","False","","False","data","","","","","True","120","chart","R3","",""
"ka_kshetra","kala","110","Kāla Kṣetra","Temporal Field","ṢAḌ-DARŚANA W2: the ten-stage point-process temporal field. λ_e(t) as a strictly-positive hazard rate (events/day) composed multiplicatively from a classical baseline, a noisy-OR promise prior, per-daśā-system clock terms (proportional hazards), twelve log-linear covariates and multiplicative vighna thinning — stored as log-linear segments that integrate EXACTLY in closed form, with every factor persisted as a provenance edge that must reconstruct the value it explains. Windows are calibrated against the chart's OWN circular-shifted sky (item 23). HEAVY writer. Built BESIDE the legacy ka_gochara_sweep (strangler-fig): reads it read-only as a cross-check corpus and writes ZERO rows to any legacy table.","postgres_table","kala_field","SELECT COUNT(*) FROM kala_field WHERE chart_id=$1","","0","","","","[""ka_dasha_kala"", ""ka_gochara_resonance"", ""ga_panchanga"", ""bo_pratijna"", ""bo_sangati"", ""bo_upaya"", ""bg_cohort"", ""bg_class_lifetime_counts""]","per_chart","True","","2026-07-30 18:11:04.369214+00:00","","data","Kāla","L3","","","CURRENT","False","","True","data","","","","","True","86400","chart","R3","",""
"ka_moorti_nirnaya","kala","122","Mūrti-Nirṇaya","Moorti-Nirṇaya (Transit Quality)","ṢAḌ-DARŚANA W3 item 4: the classical gold/silver/copper/iron quality of a transiting graha's stay in a sign, determined by the Moon's nakshatra at the moment of ingress, offset from the janma nakshatra. Reads natal Moon longitude from chart_facts (ga_positions), transiting positions from ephemeris_daily (bg_ephemeris), and the moorti quality table verbatim from bg_transit_moorti (bg_transit_rules, real cited reference data — never re-derived).","postgres_table","kala_moorti_nirnaya","SELECT COUNT(*) FROM kala_moorti_nirnaya WHERE chart_id=$1","SELECT pg_total_relation_size('kala_moorti_nirnaya')","0","","","","[""ga_positions"", ""bg_ephemeris"", ""bg_transit_rules""]","per_chart","True","","2026-08-02 05:18:25.533921+00:00","","data","Kāla","L3","","","CURRENT","False","","False","data","","","","","True","120","chart","R3","",""
"ka_muhurta_seva","kala","102","Muhūrta-sevā","Panchāṅga-Muhūrta Service","Deterministic panchāṅga/muhūrta scoring service. Wraps panchang_engine; Tāra Bala native-chart overlay wired (birth_nakshatra_id=25 Purva Bhadrapada). Location mandatory — no silent Bhubaneswar default. 8 event classes including upaya_ritual and sadhana_initiation.","service","","","","","","","Service asset — no stored rows; panchāṅga computed live per (date, location)","[""ka_graha_sancara""]","global","True","","2026-06-21 01:16:57.425126+00:00","","service","Kāla","L3","","","DRAFT","False","","False","service","healthy","","2026-08-02 13:50:52.061909+00:00","{""checks"": [""FORENSIC tithi: 3 == 3 PASS  (tithi.id=3 name=Shukla Tritiya)"", ""FORENSIC vara: 1 == 1 PASS  (vara.id=1 name=Ravivara)"", ""FORENSIC nakshatra: 25 == 25 PASS  (nakshatra.id=25 name=Purva Bhadrapada)"", ""FORENSIC yoga: 20 == 20 PASS  (yoga.id=20 name=Shiva)"", ""FORENSIC karana: 5 == 5 PASS  (karana.id=5 name=Garaja)"", ""tara_bala live: birth_nak=25 same-day score=0.5 (Janma=0.5 PASS)"", ""tara_bala overlay changes score: without=41.00 with=41.80"", ""knockout: compound inauspicious \u2192 score=0.0 PASS""], ""health"": ""healthy"", ""failures"": []}","True","10800","shared","R3","",""
"ka_sangam","kala","2","Saṅgam","Convergence engine","Rigor-scored intersection windows (Mode A daśā-prior funnel + Mode B off-daśā sweep). Extends kala_convergence with convergence_score (I-16 multiplicative+saturating), orb-strength (I-17 cos²), rarity_years, confidence_score (I-21), independent_current_count (I-22). THE VALUABLE CORE.","postgres_table","kala_convergence","SELECT count(*) FROM kala_convergence WHERE chart_id = $1","SELECT pg_total_relation_size('kala_convergence')","","","","Runtime-derived from dasha + transit cluster analysis; count depends on alignment density","[""ka_yojaka"", ""ka_dasha_kala"", ""ka_gochara"", ""ka_muhurta_seva"", ""bo_laksana"", ""ga_dashas"", ""ga_strength"", ""ga_positions"", ""ga_tajaka"", ""bg_transit_rules""]","per_chart","True","","2026-06-05 21:58:20.168964+00:00","","data","Kāla","L3","","","DRAFT","False","","True","artifact","","","","","True","10800","chart","R3","",""
"ka_sudarshana_varsha","kala","121","Sudarśana-Cakra Varṣa","Sudarśana-Chakra Year-Wheel","ṢAḌ-DARŚANA W3 item 17: the rotating annual house-per-year progression of the tri-lagna framework (Janma/Chandra/Sūrya Lagna), full 120-year lifespan. Pure arithmetic over natal chart_facts (ga_positions) — no ephemeris calls. Named ka_sudarshana_varsha (never bare sudarshana) per the campaign's binding ruling distinguishing it from the unrelated L2 bo_sudarshana static tri-frame signal writer (namesake-only collision).","postgres_table","kala_sudarshana_varsha","SELECT COUNT(*) FROM kala_sudarshana_varsha WHERE chart_id=$1","SELECT pg_total_relation_size('kala_sudarshana_varsha')","0","","","","[""ga_positions""]","per_chart","True","","2026-08-02 05:18:20.703495+00:00","","data","Kāla","L3","","","CURRENT","False","","False","data","","","","","True","60","chart","R3","",""
"ka_taranga","kala","33","Taraṅga","Activation Waveform","Monthly activation waveform (1950–2100): convolution of dasha × transit × promise for each domain and event class. Known Sade-Sati years show elevated obstruction-adjusted activation. Fine-grain (daily/hourly) = service computation, not stored. Writer: ka_taranga after ka_avadhi.","postgres_table","kala_taranga","SELECT COUNT(*) FROM kala_taranga WHERE chart_id=$1","","0","","","","[""ka_avadhi"", ""bo_pratijna"", ""ka_sangam"", ""ga_dashas"", ""bg_ghatana""]","per_chart","True","","2026-07-03 22:59:23.015147+00:00","","data","Kāla","L3","","","CURRENT","False","","False","data","","","","","True","10800","chart","R3","",""
"ka_tithi_pravesha","kala","124","Tithi-Praveśa","Tithi-Praveśa (Lunar-Return Annual Chart)","ṢAḌ-DARŚANA W3 item 13: the lunar-return counterpart to Tājika Vārṣaphala (ga_tajaka) — the annual chart cast for the instant the transiting Moon returns to its exact natal sidereal longitude nearest each solar-birthday anniversary, full 120-year lifespan. Real Swiss-Ephemeris-backed root-find (pyjhora_adapter, the same engine ga_tajaka uses) + full annual-chart cast (Praveśa Lagna + graha positions). Natal Moon longitude read verbatim from chart_facts (ga_positions), never re-derived.","postgres_table","kala_tithi_pravesha","SELECT COUNT(*) FROM kala_tithi_pravesha WHERE chart_id=$1","SELECT pg_total_relation_size('kala_tithi_pravesha')","0","","","","[""ga_positions""]","per_chart","True","","2026-08-02 06:05:04.595591+00:00","","data","Kāla","L3","","","CURRENT","False","","False","data","","","","","True","120","chart","R3","",""
"ka_tulana","kala","9","Tulanā","Cross-pattern prioritization","Serve-time QT-4 ranking engine. Ranks windows ACROSS patterns and life-domains by I-11 composite (convergence×0.40 + rarity×0.25 + confidence×0.20 + proximity×0.15). Provides head-to-head compare(A,B) with dissonance-aware verdicts (proceed/defer/proceed_with_mitigation) and multi-domain attention map. Pure serve-time: no stored rows.","service","","","","0","","","Serve-time service — no stored rows; rankings computed on demand over kala_convergence + kala_darshana.","[""ka_sangam"", ""ka_vighnakara"", ""ka_kala_darshana""]","per_chart","True","","2026-06-21 07:17:30.633123+00:00","","service","Kāla","L3","","","DRAFT","False","","False","service","healthy","","2026-08-13 01:15:55.114916+00:00","{""n"": 2, ""top"": ""t_a"", ""test"": ""tulana_rank_order""}","True","10800","chart","R3","",""
"ka_vedha_gochara","kala","123","Vedha-Gocara","Vedha Application (Transit Obstruction)","ṢAḌ-DARŚANA W3 item 5 (closes R-19, CLOSED-PARTIAL-BY-DESIGN per ADJUDICATION-11): three classical vedha (obstruction) mechanisms applied to a chart's currently-active and forward transits — house_vedha (BPHS Ch.29/Phaladeepika Ch.26, from bg_transit_rules, REAL cited data), sarvatobhadra (nakshatra-level; grid_basis/grid_school_tag machine-readable; algorithmic approximation as of this writing, a school-tagged bg_sarvatobhadra_grid registered empty rather than fabricated), and latta (Phaladeepika PG338-339, REAL cited). See services/ka_vedha_gochara/logic.py. Reads natal Moon longitude from chart_facts (ga_positions) and transiting positions from ephemeris_daily (bg_ephemeris).","postgres_table","kala_vedha_gochara","SELECT COUNT(*) FROM kala_vedha_gochara WHERE chart_id=$1","SELECT pg_total_relation_size('kala_vedha_gochara')","0","","","","[""ga_positions"", ""bg_ephemeris"", ""bg_transit_rules"", ""bg_sarvatobhadra_grid"", ""bg_vedha_malefic_scale"", ""bg_phaladeepika_latta""]","per_chart","True","","2026-08-02 05:18:26.646185+00:00","","data","Kāla","L3","","","CURRENT","False","","False","data","","","","","True","120","chart","R3","",""
"ka_vighnakara","kala","3","Vighnakāra","Obstruction periods","Obstruction/counter-indicator detector. Identifies malefic transits, daśā veto, panchāṅga obstructions, papakartari that suppress convergence windows. Writes kala_obstruction with severity + override_score.","postgres_table","kala_obstruction","SELECT count(*) FROM kala_obstruction WHERE chart_id = $1","SELECT pg_total_relation_size('kala_obstruction')","","","","Runtime-derived from transit analysis over sensitive points; count depends on graha configuration","[""ka_sangam"", ""ka_gochara"", ""ka_muhurta_seva"", ""ga_positions""]","per_chart","True","","2026-06-05 21:58:20.244435+00:00","","data","Kāla","L3","","","DRAFT","False","","False","artifact","","","","","True","10800","chart","R3","",""
"ka_yojaka","kala","5","Yojaka","Activation bridge","Classifies each L2 signal into a signature_class, binds the RATIFIED class template, stores concrete activation predicates for ka_sangam/ka_vighnakara to search. NEVER writes into L2 tables. Per-chart artifact; delete-then-insert idempotency.","postgres_table","kala_activation_predicates","SELECT count(*) FROM kala_activation_predicates WHERE chart_id = $1","SELECT pg_total_relation_size('kala_activation_predicates')","","","","One predicate per L2 signal per ayanamsha; total ≈ 66,738 for native chart","[""bo_laksana"", ""bg_transit_rules"", ""ga_dashas"", ""bo_bimba"", ""bo_sangati"", ""bo_pratijna"", ""bg_ghatana""]","per_chart","True","","2026-06-21 02:07:23.135519+00:00","","data","Kāla","L3","","","DRAFT","False","","False","artifact","","","","","True","10800","chart","R3","",""
